bank,rank,gene,sha256,projection,terminal_label_used
3,54,LINC01132,038d5a433ac8c92a9e8cec7f86a0de169a7b66fc365378f1d74a31345a54357f,7,False
3,55,ALYREF,0393f23490963a98f6bed2bfb98996b2cb2a34a3b16df17534e9a6d948e31f67,7,False
3,56,CMTM4,03949bac3dec976bacd5397021adb8d0545317a5eba51ee6a77c722cad4465d2,7,False
3,57,MEIOC,0394a4e76225ef5c22343aaac8db8d78158596323c546fc6c8435cfe8dd241ab,8,False
3,58,GYLTL1B,0394cd8c4a17d951cc3a56c0757c426859b34a3b6b97fad649d5d21a2b4f42bb,8,False
3,59,IQCD,0396357179785816ebf5cedc7c9c896d2031c2c45192811a06fcf19f97cf9bb5,8,False
3,60,MRPS30,0396e0308393b7fcb6d1a6487a7343536a2ba4e9611dd89c8ab0682f428328b5,8,False
3,61,VTI1B,0398dde9146a700b71b14bfc4de22e0916c180e361a3210e2360bfd7cbc2cf42,8,False
3,62,BRD8,0399502b004f701f12467627d1d6eafaf570c8705e671fa04de7ec127dcd79d1,8,False
3,63,LINC00682,039a3d741f36453a30e2fe3a9669e2f86e3f834ee994272f292dacfe59fb6743,8,False
3,64,KRTAP4-9,039e0f8305efb67579e84f4d53235d85529eff02b5b16f6e7d5538f56cc27658,8,False
4,1,C7orf77,03a140fafa9af61a65d680d29bbf2337a86699a6995a3eb3a4f3a1c0c44ed4ad,1,False
4,2,MGAM,03a27c2d2ca0d7f955e3a9296af2700a23f4d04978a55f7dfc6a9c5677907b92,1,False
4,3,RP5-991G20.2,03a29d441748d43480631ff2b668c5cb4e74d012e51009572063ca1dfe5b0c8a,1,False
4,4,CECR5-AS1,03a48bd895a18fc79df3edc25723b5432cb57b07533603eca9c3ebd2603713a4,1,False
4,5,C14orf166,03a4df32e9d49e484f2345ecad18007bd3283fa7120a145333770163c7b82300,1,False
4,6,ATAD5,03ac07f007700ded333fcc5e0cff1d5022d3748b9aec7664836611aa65207ee4,1,False
4,7,KIRREL,03ad34f17537a2241d3b6ac792e6be921001ffb2ac49efde25706468422d7495,1,False
4,8,TATDN2,03aec588dae3fa1487a93c91b2c78017519d5533b611cc6a7a23c751c66d4586,1,False
4,9,SEMA3B,03b26cb85bbd64dc7e7e420a375366ba49e15ec3cab7867bd5d79587a058fb34,2,False
4,10,CLK2,03b59a36a3fae034afdc658b759db8b1dcc516184efcf90fcea1c7472aadcac1,2,False
4,11,STK4,03b6188f49a17bb91a06b82d27b52e60edd54ce604d05bc6e3fa27c040f1c9ff,2,False
4,12,BAIAP2,03b71681c16e685ddbceb137d82f8f0b19c6ad951133988e7eaf88dda00309ee,2,False
4,13,ST14,03b8f1b57fec8d6479f24d0f681a7e5e95fed6f04488c689f721bbf92969962e,2,False
4,14,PANK2,03baeeb2c37b3d021924981c597de1b71403ce2569fb080e59a2e8a7efe96b5f,2,False
4,15,THRSP,03bd0e42d7342f5c0795d93fdab6357ab6492ef1462ae6ec205201f227864c1a,2,False
4,16,PMS2,03bfe11169f20c95aa7ac60bb615f8af1c32d8174635000f269943f3caa6cda1,2,False
4,17,SARS,03c0980afd00bedd36a008442868de82a42b279ee73c51f3ef71e6412d9b7722,3,False
4,18,RP11-255C15.3,03c516fda8975987129b34559e2bf9330dd239533d6702c4a2a207302abc1f04,3,False
4,19,FRYL,03c8cb208aa93855c92603512e810397000ad557a65e73f41319a79451c2d57c,3,False
4,20,CCDC93,03cdb3cbfeb01e8167978b63eac9e23b0ef71deec39aa748db9295a332201033,3,False
4,21,UBE2E2-AS1,03cdcfec84619cce671c5039b053c5b428070e847725d8b9c951811fae5ea345,3,False
4,22,RP11-1017G21.4,03cfe3e58883f9f8afcffd5f2b21b8b79350fc53f9ac8292b9dc49422c6d1aa8,3,False
4,23,C1orf220,03d1d8c55f8ec95816822ae93ff3316ef55298658554c399849c350e9c8ee907,3,False
4,24,RP11-656D10.3,03d525cf6604e6ea6bd0a056b65d5d914a71103b2557a201e8aed4f87f70b7d6,3,False
4,25,RP11-770J1.5,03d7e9439e5c3320a47dca52e927dfe1f7b3f734228a49c6440c0aa922414049,4,False
4,26,WDR90,03d8524ead621ad37f754aa9b9395578d4309d3e0cfaf5483d916c3c429a3d62,4,False
4,27,KB-1592A4.15,03dba2dd8de4325b0a6e37431107104fcaa713dd3f6175e345c651155f911be2,4,False
4,28,CWC27,03dfc6cb2826545c190cacd2e941fbaf5218c5c325877ca080aace45935a9b1a,4,False
4,29,GLYATL1,03e1a87697b0bd67476bcf94f91ece4fa24bf7529c895c9830976b04dcc25abb,4,False
4,30,SBF1,03e234ebd6850bc741a504ffa194bb075402f79a3b214f8302373a99652cc9dc,4,False
4,31,ATP5L2,03e63145d7861ff008425a3c31f60691de29139293ab6f8d9ca7fc37f1b49aa2,4,False
4,32,SLC39A5,03e7f01963ced95fcca68e8b4f6d895a51c7c459bf6bb9735c296c57e6e312ed,4,False
4,33,DCAF8,03e96d7f47192ff307eee5336252de842826bc63b18277d3ddd640e8349c0491,5,False
4,34,RP11-26L20.3,03ed6fa7480fce479fbe356a96a557ac06181c453923276398c0882e5da84489,5,False
4,35,C11orf74,03ee650ef84263610f77864196a16b70e6294154fdae814287548b4aed172a4f,5,False
4,36,AC005262.2,03f02c9e0b9d7681e9091a3785e8c4122e6b0631408098b09e3dd61a58f06201,5,False
4,37,RP11-74E22.3,03f0c670475f534319cd3960c8d2c7d640e54d267437d56e134e617c118d4a0f,5,False
4,38,ACACB,03f22d9bb58692abc9839b57c31fcde01e72fa77687d4438333932d46a22ee9d,5,False
4,39,RCE1,03f2df9e9602315453f5242006f06c6e52fe47cd94faeeff96a074065747a419,5,False
4,40,RP11-60I3.4,03f360d13070dd3b094b06141afe38d8bd46f39d421d1e301de25626dbc455a5,5,False
4,41,RP11-1038A11.3,03f3775953e3096a21eae508017744b4f820bc994b787428a301c9d9f0d06e26,6,False
4,42,RHOBTB2,03f4ba1391ae1c3f750fcbec7791b8d63a1390dcda240d023b8cec4eca6f606c,6,False
4,43,C19orf73,03f978e90c53f7128d47ddcf587433fef56be483be10dc811b094287791237e2,6,False
4,44,LRRC3B,03fa4f69d0de0038c1977aa2596cdfd38c41a917eb6fd8247a24e86b98ffbb67,6,False
4,45,ALX3,03fe243518c0c62e55ba6a1c40597183c06bed1e10c0d77c55ea73fde6619457,6,False
4,46,SLIT1,0400465d2dacbb082d42f61793a745918c5691d85585120535f1505a7904a164,6,False
4,47,ALG1L,04018f6bf5386f6ecbf2b47b6567bd22f5f36530927b6a60c8eae05a60a8121e,6,False
4,48,RP11-47A8.5,0403a215d87588d9e828d8ab3e6b97db6dbc6c26c83fa42f0888d94f066ea627,6,False
4,49,STAM-AS1,04041ef47a9e4018434bb674f6535cb5c0679bccdf3d4f83963fb298e55efdda,7,False
4,50,NAV2-AS2,0407999e02b26f10745605ddf231f392a5b80cb7569f2933d241f6ccdbcc45fa,7,False
4,51,KRT15,0408f893f4908c35d69c4b6c69df19c5a971cda028941e188b1c818f4ac23d30,7,False
4,52,ID3,041149186b23a9502aea5a4e81bbc9620d2b4b76b4bad94e36c744abcf9d3771,7,False
4,53,TMEM150A,041411aee12d44d073b362e6c901600aa9e230915aa39d917c6bc588c6c27392,7,False
4,54,RP11-290L1.5,041619a6b458ed139b904b28d616954e3aa6fa7d3f5ca85462bf658b86d110b9,7,False
4,55,PDK2,0418d6fdd5d9afa8e5247063d98cef4145978365b344ce05bd918a5968b5dff3,7,False
4,56,HES4,0419b9b66310563c9edd9c7fd560ee7e72f6394908bf6bb1cfac19e260a4328c,7,False
4,57,ENPP2,041c4c67e9e64ee1e99656a3402cf43f792a192dda81ed843b71e346152bc759,8,False
4,58,XPO6,041c534a6c8b067614bbd2318c62407385fea87941a6702c30485546dfeffaee,8,False
4,59,TRPV5,041fedc2967f0c89bbbbbda86f4411e586ae2fe4b02d7a2f540da10ebeedbd13,8,False
4,60,ZBTB47,0424cb5ded6e52ec43ca7bb8eeeb961c64a4570c2e537ea79d815c88bdad583e,8,False
4,61,SLC15A4,0425758eacc8cc52b5d4ef63c95602c88ac111a575f101cfb2ddc0361a6025b6,8,False
4,62,ABHD2,0427c2cce935be7080b2754897460a9c9ca5398180898ecb041e914fe97471ec,8,False
4,63,STX8,0428e8a1e3bbb4dea181eb4d92e2703d3d83c36a09fad0d4b6f5396fd9529f43,8,False
4,64,RP11-143K11.7,042b1f9e409d18fef1789459ebc0bdefd55b1d45f42d4261cf5b9663d79c271f,8,False
5,1,FAM84B,042bfa064cb5d23f65d7e3861e48088c225df9645cf940f23fc4c6cb73732807,1,False
5,2,RABGGTA,042ce82bea19f68da7dfdcdd608eb48a45658eff16d405b82534622289c9b7a1,1,False
5,3,CARD11,04322871fa394eec50af2c8858d49b923898ffa02bb731cb62b26a32d5b0ecee,1,False
5,4,AC002066.1,0432693dc8f4a55f821b7640c26b1096c8db81b0489bbf95c50942a8377d9162,1,False
5,5,GPC6,04334d157fd3c8ad356b68481d43854a45ec6ff6896e14ebab158edcac866c68,1,False
5,6,CCDC183-AS1,0435ebafcf21a0f231c2a1d20e3d8781039f42ea46bf7d613aa2c81d66567992,1,False
5,7,NR1I3,0437c3e208dd85ae6090b5371d2994f226a0674713ff052969e4ec32d3b936b7,1,False
5,8,C6orf203,0437cb80b43cae4b3883dec75ca7f64455fd9c2688b7a4acc16621250a4aae75,1,False
5,9,RP11-408B11.2,0437fb8f69d14225c978e8fc6834e7772789c96628ac3dd7da60c7fe0e68ef57,2,False
5,10,OR2AE1,043893e1d9f2e2ff793312e19f65d29c495f2afc985d3d9f547063dfd0ed9121,2,False
5,11,OSBPL11,043a7f8d87d34153650ea3a2b0631ccd8617cf5850aa279dd8a23a066934963d,2,False
5,12,RP11-255E6.6,043b82f97fd6ea41641afa8ac0c60b13349058800611782d847351173da5cb93,2,False
5,13,RP11-154H23.4,043d413f85f6dda8f68e2e1117b13ed39ba769e11e5c22526317c338a08521db,2,False
5,14,C4BPA,0446e66d8c830343c7dbb0e0c5f7ca186f74977a616986959cd83920fa503ac1,2,False
5,15,ARHGEF15,0447c93e0a87f561b72c011583ca8ba2f97b1cd5d8c9beca041668db442cac3f,2,False
5,16,RP11-961A15.3,0447fa4b5bf6553d8358dd287ac58d41a3665765c18997e839a5be169d4f3aaf,2,False
5,17,FAM92A1,044898d7b2771612a83da23027cba8cfb4dc8f43a76eeed7c0d85f964430c66d,3,False
5,18,AC116366.6,044b5b8f8d82e9c76a48dead40c83f4f055158efbb3dee60b284f5be941487e1,3,False
5,19,RP11-390F4.6,044f73e2896a6912e6acb3dc10a990eb5fe50e21229df718a0db8985c0c64d03,3,False
5,20,ARRDC1-AS1,0452792d535fa7043a6905b1fecc40e8c50e271ca0cd83117a7d2e15eb028514,3,False
5,21,KCTD3,0452a9d5bf3a9d39a8afb02102fd0587c6dd332c36a4b0629fcc47bbb03bd532,3,False
5,22,CRTC3,0452cb6d6efbd117d8e9db9c0f23619447ecee91ddbcf32e558e47b30aab96cb,3,False
5,23,MAPK9,04534b19d07d8d7e1ba3854ea9ee6968e36b82136b799ae5e9e0bd04ddbc54e3,3,False
5,24,MLLT11,0453bf2646bc2d897b19120a12cee956575cbb1908f4011030d505e60d6df82d,3,False
5,25,LINC00482,0454a17870276908e815ff914fab0edf9087bf0e916388bff317bd586705ad43,4,False
5,26,RP1-79C4.1,045acc8b63ec66f537b89d9a6cd33aaf3e7ccf74770b5fa75fa6e73915ccb811,4,False
5,27,RP11-78L16.1,045bfca3cf68c75472dc118756d4cfa70c7f5e74d0699843eb22dda51cdefa96,4,False
5,28,DNAH10,045e0f743a0e4fb2d8418f0944ab164d8450b28d669a695efbcc66341667cbfa,4,False
5,29,SFI1,046065124725a96f7258c775cd91540483e1417b3d3d56a02cf02973a75f9915,4,False
5,30,SMN2,0463a4e1985cb62d75a7146ad4228f8dae4079b123d9211990ed8bb46a0ce342,4,False
5,31,RP1-111C20.4,046a940ab430b0fec15ea49c4d552690feb1fdfac4b389c8e1e669ac2cd38e04,4,False
5,32,LINC01126,046b2a367c0ef77833259e89df69c22fef43693634fc87e9ce91c3f7a27afc12,4,False
5,33,WWC2-AS1,046ca8d895323363e64828ce474ec3e51ebebc1d2c42089b2ce5b90d1ef9f75e,5,False
5,34,FNDC5,046f2798aa6667f0fa211e27f25b90d3f0f5f7f04c6de24579316ee64bc3679b,5,False
5,35,RP11-6F2.5,04739779061362a975b3e2b4ef249db42737cc8a8443b741f1e7225f7ab87911,5,False
5,36,RNF5,0478e680c60070012d3b9b9cba4fee1873081a95d9025f387e03607f4b93c9da,5,False
5,37,RNF10,047b406ddd070b4a4f80adb581b8b2ade1c4bff379140b4bb6909d2ff4e7ab0b,5,False
5,38,FIRRE,047cfbc500a6bca0b73607667a58edad9eaff0761f54bedae277e023fab2f3c8,5,False
5,39,CACNA2D3,047d74cdba53f3c83736ce1d8fb5a47e9ed9db9fa5a8b38f64a1c0c4c4bdd132,5,False
5,40,ATP13A5,04818ee13649dd2c7541009d79c09e589f3d6a0a1bbdd9f5c2bd5e16169ded83,5,False
5,41,NLRC5,0483cc0991e25285fdf332d9647f98567f49c19fabf40d965615ceae53a08f9c,6,False
5,42,MED13,048590a8c0063e74ea9d6510133926a328e44299e01c74da416e071439112c31,6,False
5,43,RP11-161M6.3,0485be59bf3f682361b02044fa00053f6d68a7ac45b54d27ea241686c2215a72,6,False
5,44,ZNF160,048c624c325e9a85de2e45e558e876a347f69d3208c334336be18ea6f35dfb2c,6,False
5,45,AC079922.3,0493ce9a808f97b78d7fbfa1c991f4f50a2c5126449d481c94e55c5073e4a0bb,6,False
5,46,AP000223.42,049702a280de0ccc517f031140104e7f631a3584a54d1fbe6461a14a63d41c6e,6,False
5,47,AQP11,0499e893cc7897f93d4b966292edc00c3df388dca35f81e4e2839c7bf1dfa934,6,False
5,48,RP11-766F14.2,049b319c7f0308af554fd907e59fac661af3d8d3933b8e5ba87739936dce9665,6,False
5,49,RP4-549L20.3,04a6090f85dcf3f113c34f1046fe6d9eb8572a3459b77fa85c518224959d2fe7,7,False
5,50,RP11-370A5.1,04a8328845c88b6359bb9a96b68a9ce5dbb54409cc081327832b6f6d43bc2a6a,7,False
5,51,GIT2,04aa52ad739d1f9593fea6df3eac4e5fe0ab55f5af61e5b23951534352878955,7,False
5,52,DDX6,04ad10b68b085f6895248d8ed5973c2703fff4902f78304f1828905f75dd3eaa,7,False
5,53,CTGF,04adacd6e97d9ad5acbb834635c9fd1b8225f0efa0b12d5d75c74ef9577404d4,7,False
5,54,TTLL9,04b2ca4347b0b0153f79b552e60c29b25c49a51dbf647fdd4f4f2c3ef922f60c,7,False
5,55,MRPL21,04bb7fd27197b1248cd07926fac2237a113cbbe76e142e4aa671bfdf84d12d1b,7,False
5,56,NEU3,04c14b00dc072ec4649e4168dcc28c17e767e71241dceaafe02865eedad8cf6e,7,False
5,57,OR2AT4,04c6b343dbf31b310ba74e6ff14244ab6e308b36af577c96914a432df784f5ad,8,False
5,58,KIAA1551,04c8ce6f062da841721e992423435494b15d7e3d1e20ad7fceb66c1085b87e51,8,False
5,59,WDR34,04cba4d305f4b7e8c56bae8f7f8aff4ef4d46b768da77c3b4f00a226e53397a7,8,False
5,60,KIR3DL2,04cbc97cc924c2641058fd750142c653f297eeda9df86f13a07f888a7ff49a05,8,False
5,61,AP000472.2,04ce761eda107f0c3e84519de36147ba12a46b9e5b72e55717e7eb52cf915745,8,False
5,62,C1R,04d11a704d5e4191f3f60354c2c0714742ce799cce7367a17742a69a117c78cf,8,False
5,63,USP37,04d35c41252d88fa4c16104510488cd70ee8418697eef49a6a4e65d93280501e,8,False
5,64,SAFB2,04d58f72e35558dd51f4819f73809a324904fa0ee9d69d93e7bcad963239ad8b,8,False
6,1,AC006277.2,04da71a94371e17618810003251748902da56ed8addc214a1068efdc3b85b5f6,1,False
6,2,RP4-612B15.3,04db0b04707e7a701056848b3f71c7428d301c8953c436d5109836ccab1c6d41,1,False
6,3,ITGB7,04e10c4c1bb77843339f56569f589563f0f8a8041cd85fd0f189c57b5f8a202f,1,False
6,4,AC137932.5,04e51cf55b4ad2842994889f3a7163a07d47132d1ae368f8ecfa03edc9841760,1,False
6,5,VPS53,04f0663318ff4f48f00f2109edcf38f73b96bd5ec0a084549495a739e3bb811b,1,False
6,6,L1CAM,04f11910f590954ef99648546d1b378dcfdc7f214fd5be66086dd3b0c14b2416,1,False
6,7,RP11-451B8.1,04f3db1c3ab3687481872359aca9ca3dfc8706759273f23e3d8621693345e701,1,False
6,8,FAM3D-AS1,04f4dae7399e5229a33180008099fdc70e0ba0aa39d10c772ed4b10b7511e1f8,1,False
6,9,GGA1,04f925e3297af9cd139301e43a61af3c3b96f6cc018011d0655e572506bfb16e,2,False
6,10,IRGM,04fbfabfe38482adeb1f56f75b881051c8ce14fefeab03b39b1c436b8bfb8fd4,2,False
6,11,RP11-322E11.5,04fc838892468e9f55b52d2ffd624a6d06420c1ac7f7b28baa74f6b952d29390,2,False
6,12,HK1,04fc925ca4a4104cec4ca09906cc6d8c272704ff0263d288b1dc0d0dc8d6c03f,2,False
6,13,RNF166,04fdac83998a79ad12a2cca1ef36935be7f0e8d8b22567f0a0d71a98156cf604,2,False
6,14,HOXA10,0503ff80447f827d0a661456b1b2b2fcb2b79ade0f20462cacb00cdf3017868d,2,False
6,15,AC079742.4,050866a877ec9af96ea70e7f1da99241f150a3349841bdc13481ff60d686622d,2,False
6,16,RP11-452H21.4,050889de37765514707ca4788bd690d9c33509c78e05ab59f1f497c2ab3367b3,2,False
6,17,RP4-680D5.8,050c69cf362f188acdd4d7e501ed58d373423e489baede1ff343ec0b0a9e8875,3,False
6,18,TNRC6A,050c784e9dda46756786de1304c85a8487cfd16e76b7ef2502f7a4ef3e451c66,3,False
6,19,MVB12B,0519a9f7a85444ecfe405069cac8a44f798dadb3d76a3cb2e1a4f621c984b5c7,3,False
6,20,TMEM164,051aefb33b02866317b6a83067cb51d16acc6f4c6d0db8b1465697c227bf30fa,3,False
6,21,DMD,051d5e28026af0832885891fee4e50370ecbb6aa77b9008ae14554f23abf9166,3,False
6,22,RP11-603J24.21,051f337882e3aa0de0606547547b8a1e45896f17332e6de0ed7cd82fdf75b52c,3,False
6,23,ELAVL1,0520e1c4f3c75ac391fdd14734a5e0ae3f11a324b47640842b6b8a712b6fb8b8,3,False
6,24,UBAC1,05244a42a81b6aba667768207a8c6d2bd949e092076793c9aa3b6f08729e246d,3,False
6,25,CTC-559E9.1,0527bf998156b69051282a71a89744334abc499e9b03e64b5f034afbc17a982b,4,False
6,26,PRCD,05289c72cec2c94317821189d04a2bbd81de503e89c90062a6bfd81186d70753,4,False
6,27,CHST11,052ae2c08900a9402473c461f7e62d8922ee65bc48ad65c9f363215b197e2315,4,False
6,28,MAFA-AS1,052dbd34efa755bd7d0b1a5a90dbb548020a69d9c1fd363e312dfa05bc7f0b6d,4,False
6,29,AC004069.2,052de3b04e524dd8f0908b832e6ae00c83bb2860190e5543c67d3c797f2ccf03,4,False
6,30,ZNF416,053154509483daed976053a9b7e24380901388b5f6d4ec82ceea9c9004e940d6,4,False
6,31,C5orf66,0538c7391a8c660edb0495b8e662036fdd3f9c4def76581b85957dad8ae99885,4,False
6,32,RP11-319E16.1,0539f2ef9ff9eb6bf7456b6b0862957880c51ac8bfc5429f81dc61d74f3e0237,4,False
6,33,KIF11,053a5f0a709fcb4e2f19b8300ad02049b8b4cc88aa7b80ed7b3a684e2344ae1d,5,False
6,34,ZNF503-AS2,053f6942285f3b06bfe4212aeb13171489f55f5b4d2f4d029312441ac7d0b280,5,False
6,35,CCDC106,05411bd62e3d4b892f792bcccd8266528898ddf341b5501e485d8f182f738fe2,5,False
6,36,EIF5,0543a1b0d0a98777a7f34396623f986813ead4edbb986b2a8e1ca1655af37c40,5,False
6,37,LINC00545,05479000b49edfb9970dbcaea30f881a5732773fc133d9a0463bb7170b0b6f8d,5,False
6,38,RP11-686O6.2,054dfb4e3c3a6a0b21b8f77e55f3b8fa838e1f21a7e949e74aab79ef72fc81df,5,False
6,39,RP1-290I10.3,0550477585075e60c8c7f1dd3d33ca0b62ed7748189445ebec38bde9aa2479fa,5,False
6,40,ZNF727,0552a3bd39a5179795ccda8c0f3cb556fd1f34e35aae5ed72ec1e155d7b0445e,5,False
6,41,AC073072.5,055320c62e1796615fcaebea88cce4f85e7ad25ce803a6084a8b5224eff8fec4,6,False
6,42,RRS1-AS1,0557060d50b536d499ddf2e7b8f74a4e29642a83f8176df0d64d33ad84cd06d6,6,False
6,43,NIPA1,055737cd6449b592d5dded2fb1bffc14107981599b5bf5fa16106f426365d623,6,False
6,44,RP5-875H18.9,05590d4a1ee45c4eb48cbc2ff8450e791741ea0fc74a52bec1dfa3543c6c404d,6,False
6,45,FAF1,055b6a55ae9622ba7ec6c9ed109ec50173663b575efd7c5b56e95e737794c0b8,6,False
6,46,CBLC,055cfea36e8eeefe8064627d4c434180d53db6bacf89a8ee418a634f74d9272a,6,False
6,47,AP001615.9,055eb4cc616ed93c32ecb999cf6000cfea4611983868124145e6e0a46e2122d3,6,False
6,48,CDH4,055fa973832fb0fe4a328dca3b1e4a4fb87f77a067b317b9f42221ff8d598e4c,6,False
6,49,POC1B,05694ddd486631f11996233f45f491f42c28af0d20c4ebf59c5be99ba188a289,7,False
6,50,GABPB1-AS1,056d6b5a9440218ef79066fe32dad42e225065bb7d886932aee70e10ca0f7921,7,False
6,51,RP11-304F15.4,05746f57a673bedd51287cf74c41e01bd192bd157072b3295966acdb0df406ad,7,False
6,52,MKI67,0576ab632ba5e3f4450c4859cc3808777aece58639de2077fb4fa97cefc3dde3,7,False
6,53,PAPD5,057d97df03f9aacac7e466692ab3c8a8ce42fd25d1aee9f5b442a878e4e4a46f,7,False
6,54,ZNF560,057f6810730c274559273110af1ead6ef9dbf57684ae44e78e39629f9b5c9922,7,False
6,55,LRCH3,05807978d0f7765563ef94f1fbe2e25b10dc43c6498599cbf713eba2b60fbac6,7,False
6,56,RP11-147L13.8,05819a356674a4ee95b9420b8caf2c66f3ca5032e12527b23a48fa7ab6b8fdd5,7,False
6,57,WWTR1-AS1,0581ff48b64fcb9d4ea051b778f9a55fb1e38dfd72c9374397424eaca40528b4,8,False
6,58,FCHSD1,0583769504e77b4e9d6c01c0a1f018c450c44f6312b9a49b3f718a16d822d17f,8,False
6,59,BZW2,058396f18c7a123f6bd5dc9088c83c6eb5ef9783cd36b2b9e9dfec951dca00ed,8,False
6,60,ZNF436,0588290245c08e32eee9d77af5540c0f421ec976a038c50dd9b6382e0d47dc9a,8,False
6,61,AC016549.1,05892c52a34ae8dfcd0d93701ce81e5bbbf9aa346d839dcc9457bdfb963b56c0,8,False
6,62,STEAP3-AS1,058a67e1de676981132272e7f4afe42bd587daba6152701c76cbafd4a1a5460c,8,False
6,63,CMBL,058a9ded21a0d0a05abd2e25ca12713889f1f5f6b0f49632833897d3beebeeb6,8,False
6,64,RP11-125O18.1,058adf4df23a9e35cb0fd17ec2967486c213501848104cb934a1b29d478ff524,8,False
7,1,CCDC9,058b23eeb74d79339d28b798b7282d28b0b6afd2eca9c3ff44785432695c0675,1,False
7,2,RSRC1,0592eaeabc20529b06e3fbc84e98996199d947ba70d9350569ed3c31440a20c3,1,False
7,3,LSM10,0594dc461f819c488bc5ce46d2c5c653abefbbc2e1bccf8708a29d0c5fb84c84,1,False
7,4,AC012360.6,0595a991954e56efe481252899eeabd96bc5f45f90c6d07f932f3019d6d51441,1,False
7,5,NEK5,0595f9f1b22b53ae9fa14f44c3f59f000c1f00eb85aa01b841a8cd80a4936183,1,False
7,6,AC019172.2,059943941b7449214726ed3b1689cb73513ba1157a630350fc833a14d4333f28,1,False
7,7,CASK,0599fc8c0d48e6502b4797cb1ff1ef58f04a4034e9e3bfceba42093ab4e693f9,1,False
7,8,SHH,059bc495e766fd30b15942b9b86194f463c1cb8011022f02419c080a72dd88ef,1,False
7,9,RP11-474C8.8,059beed0dc1a7eb5a50c528bcf8259cf502bb92460381703be19152d071544d6,2,False
7,10,HDAC10,059c13acc1dc81984e238d49d0bcdccb573b409eea7fe8deac4a6a123e24ede8,2,False
7,11,HDAC7,05a448a25db1aa67eeca00398e58c2001f20fa41bb8cfb60153bf5a8ba3defc6,2,False
7,12,SEMG1,05a55bbfdfa2e5f3a98b88ef407f5f8951403cd8c0414c6815aa52dd03bf101b,2,False
7,13,C14orf119,05a7bf7d45b690bddbd8e62be04b0d9286d79f0b53895d487cb561fcbc13054b,2,False
7,14,C15orf39,05a9b4acb310646cb0fbfec5bfa67ea81143317e6cc4bf4e69a225ff5762ad94,2,False
7,15,CA13,05a9eaafe403ca0bda69b91a9e921c6e1b5baafb3f528126d9cad8df364459e3,2,False
7,16,ABHD12B,05aa078fc1fa55c2850694abac16347339815267465023f568fdc930ff15871e,2,False
7,17,DDI2,05aaac34e68370ead679ff352a7f1d2b1459cce4c83dab54d67348467452ae22,3,False
7,18,RP11-109G23.3,05ac3130d3170ccfbc672ba554422325beaf8cba807793064615c7ed52fb92a3,3,False
7,19,CTD-2297D10.1,05b27e38209f092bafce203c2b76e5f318bc29000a1346a27b37c846a5b7d087,3,False
7,20,SLC17A7,05b394eb4f4637186360f0738d5302aab462f465e2dc011f6bd4252aa6fc9f07,3,False
7,21,HOXC8,05b683683d0c00ba318405eb4f10930e2ae680d6092bc3490796949c30991dd0,3,False
7,22,SPIRE1,05b8cd7dbadfbde4bb3827fa08616cb4630f178268b341b2584d1930891dd8ed,3,False
7,23,ETHE1,05bc908ad775284207bd70216c38da5356eb152e64c2ba0661e505eaba21049c,3,False
7,24,TUBG1,05c26ab483b32965f1f9a19533e86634b2ff4e94f5fbfb0371ee903eb9b60c8b,3,False
7,25,LINC01293,05c38246994f66cc44a9a3093a3a7de96d6ca875811dcf356585a2460d7ddf79,4,False
7,26,COL12A1,05c4d43d93b19cd276646294fa23213bbd5d6d364b1f69d8aa782f814b3184e4,4,False
7,27,AP000253.1,05c53b1e423da93f6440fc4ae84c85c4c1c8fd663319cd7fa2df9b7edd74dd16,4,False
7,28,KLHL4,05c74ed5648f93cb97f85d5d0823de1fd4ce8245f6f54dbe0b820a48eabef474,4,False
7,29,RP4-758J18.10,05c939ee7a0a3515504edc5fd013b9617b23db6efcf26abbd696a99b35572416,4,False
7,30,MED21,05c93a9395c02b347a462734f3ed7ffbe91f6e289f0d6b1b3f5aeb83fa6a93ae,4,False
7,31,AC013264.2,05c96ec065c95efd78437ed06f02ca15bc3b6d3216554358f5cf75e805ce2441,4,False
7,32,PUM1,05cdd7c2dca11d32f7f8627309bf4cb2f2f2e29474674a6722d97ba3bdd11cab,4,False
7,33,RP11-95P13.1,05ce7a876b740e4932afc22a915f00a53e256453f0694796e51edeecdbc5fdcd,5,False
7,34,SCP2,05cf37c342914ce120a87094d47c7b416b4e841356529213f0aed9bcc3109adc,5,False
7,35,FRMD6-AS2,05cf9f9b604772037c2150f22e5af4fc8e6332f742c9a0d5bbac93b85bf985c5,5,False
7,36,ZNF565,05d2d94c8beac681c03f932845f0101a0d31a2536053c9a99116b8499a622d81,5,False
7,37,N4BP2,05d61126fb6c539051fdcf531b102070281047b910af7f76357ab6fabd852dfa,5,False
7,38,CYC1,05d96cac0d0b2f931070415c241c95cc9f86630e22e28a15487fa10813a7903b,5,False
7,39,RP11-446H18.6,05da3615200ef37b946921048049f89858c3d54edc5422ef3fa7a2e467c5159e,5,False
7,40,SCAPER,05db52180ff4f1376d15383be9c9f3e7eb6dd231d85b6cc8fbb79621e120a3c0,5,False
7,41,LAMB1,05db573d614e577e9a96c90c39aa57f6446a625336142ad33dc7686434538237,6,False
7,42,FEZF1-AS1,05dba80788887e9e912b8eb0b320dde97b994678e6ae0c85940c1e527f84eb48,6,False
